"split_family","condition","task","repeat_id","positive_class","negative_class","n","tp","tn","fp","fn","accuracy","macro_f1","balanced_accuracy","mcc","precision_positive","recall_positive","f1_positive","support_positive","precision_negative","recall_negative","f1_negative","support_negative"
"P0","ds004504__EC","AD_vs_FTD",2,"AD","FTD",59,34,1,22,2,0.593220338983051,0.408026755852843,0.493961352657005,-0.0268120605036578,0.607142857142857,0.944444444444444,0.739130434782609,36,0.333333333333333,0.0434782608695652,0.0769230769230769,23
"P0","ds004504__EC","AD_vs_FTD",3,"AD","FTD",59,30,5,18,6,0.593220338983051,0.504201680672269,0.52536231884058,0.0635209757560549,0.625,0.833333333333333,0.714285714285714,36,0.454545454545455,0.217391304347826,0.294117647058824,23
"P0","ds004504__EC","AD_vs_FTD",4,"AD","FTD",59,33,2,21,3,0.593220338983051,0.438095238095238,0.501811594202899,0.00634489156355734,0.611111111111111,0.916666666666667,0.733333333333333,36,0.4,0.0869565217391304,0.142857142857143,23
"P0","ds004504__EC","AD_vs_FTD",5,"AD","FTD",59,33,4,19,3,0.627118644067797,0.508333333333333,0.545289855072464,0.136614061558742,0.634615384615385,0.916666666666667,0.75,36,0.571428571428571,0.173913043478261,0.266666666666667,23
"P0","ds004504__EC","AD_vs_FTD",6,"AD","FTD",59,33,1,22,3,0.576271186440678,0.3996743996744,0.480072463768116,-0.0773192141033858,0.6,0.916666666666667,0.725274725274725,36,0.25,0.0434782608695652,0.0740740740740741,23
"P0","ds004504__EC","AD_vs_FTD",7,"AD","FTD",59,33,2,21,3,0.593220338983051,0.438095238095238,0.501811594202899,0.00634489156355734,0.611111111111111,0.916666666666667,0.733333333333333,36,0.4,0.0869565217391304,0.142857142857143,23
"P0","ds004504__EC","AD_vs_FTD",8,"AD","FTD",59,30,5,18,6,0.593220338983051,0.504201680672269,0.52536231884058,0.0635209757560549,0.625,0.833333333333333,0.714285714285714,36,0.454545454545455,0.217391304347826,0.294117647058824,23
"P0","ds004504__EC","AD_vs_FTD",9,"AD","FTD",59,31,2,21,5,0.559322033898305,0.418939393939394,0.474033816425121,-0.0783253952936787,0.596153846153846,0.861111111111111,0.704545454545455,36,0.285714285714286,0.0869565217391304,0.133333333333333,23
"P0","ds004504__EC","AD_vs_FTD",10,"AD","FTD",59,32,4,19,4,0.610169491525424,0.496848350018539,0.531400966183575,0.0894660150599945,0.627450980392157,0.888888888888889,0.735632183908046,36,0.5,0.173913043478261,0.258064516129032,23
"P0","ds004504__EC","AD_vs_FTD",11,"AD","FTD",59,32,1,22,4,0.559322033898305,0.391269841269841,0.466183574879227,-0.11843797585307,0.592592592592593,0.888888888888889,0.711111111111111,36,0.2,0.0434782608695652,0.0714285714285714,23
"P0","ds004504__EC","AD_vs_FTD",12,"AD","FTD",59,32,0,23,4,0.542372881355932,0.351648351648352,0.444444444444444,-0.215556596894288,0.581818181818182,0.888888888888889,0.703296703296703,36,0,0,0,23
"P0","ds004504__EC","AD_vs_FTD",13,"AD","FTD",59,34,2,21,2,0.610169491525424,0.447700447700448,0.515700483091787,0.0609181686875161,0.618181818181818,0.944444444444444,0.747252747252747,36,0.5,0.0869565217391304,0.148148148148148,23
"P0","ds004504__EC","AD_vs_FTD",14,"AD","FTD",59,34,2,21,2,0.610169491525424,0.447700447700448,0.515700483091787,0.0609181686875161,0.618181818181818,0.944444444444444,0.747252747252747,36,0.5,0.0869565217391304,0.148148148148148,23
"P0","ds004504__EC","AD_vs_FTD",15,"AD","FTD",59,33,5,18,3,0.644067796610169,0.540600667408231,0.567028985507246,0.190975532147296,0.647058823529412,0.916666666666667,0.758620689655172,36,0.625,0.217391304347826,0.32258064516129,23
"P0","ds004504__EC","AD_vs_FTD",16,"AD","FTD",59,32,3,20,4,0.593220338983051,0.463636363636364,0.509661835748792,0.0291443331325316,0.615384615384615,0.888888888888889,0.727272727272727,36,0.428571428571429,0.130434782608696,0.2,23
"P0","ds004504__EC","AD_vs_FTD",17,"AD","FTD",59,35,3,20,1,0.644067796610169,0.495726495726496,0.551328502415459,0.199155551478418,0.636363636363636,0.972222222222222,0.769230769230769,36,0.75,0.130434782608696,0.222222222222222,23
"P0","ds004504__EC","AD_vs_FTD",18,"AD","FTD",59,35,1,22,1,0.610169491525424,0.416344086021505,0.507850241545894,0.0423131890384941,0.614035087719298,0.972222222222222,0.752688172043011,36,0.5,0.0434782608695652,0.08,23
"P0","ds004504__EC","AD_vs_FTD",19,"AD","FTD",59,34,3,20,2,0.627118644067797,0.484920634920635,0.53743961352657,0.131127758980185,0.62962962962963,0.944444444444444,0.755555555555556,36,0.6,0.130434782608696,0.214285714285714,23
"P0","ds004504__EC","AD_vs_FTD",20,"AD","FTD",59,36,2,21,0,0.644067796610169,0.467096774193548,0.543478260869565,0.234349970059352,0.631578947368421,1,0.774193548387097,36,1,0.0869565217391304,0.16,23
"P0","ds004504__EC","CN_vs_FTD",1,"FTD","CN",52,10,24,5,13,0.653846153846154,0.626794258373206,0.631184407796102,0.287626330187905,0.666666666666667,0.434782608695652,0.526315789473684,23,0.648648648648649,0.827586206896552,0.727272727272727,29
"P0","ds004504__EC","CN_vs_FTD",2,"FTD","CN",52,6,27,2,17,0.634615384615385,0.563411400795404,0.595952023988006,0.264165270565787,0.75,0.260869565217391,0.387096774193548,23,0.613636363636364,0.931034482758621,0.73972602739726,29
"P0","ds004504__EC","CN_vs_FTD",3,"FTD","CN",52,4,28,1,19,0.615384615384615,0.511278195488722,0.569715142428786,0.234901667899426,0.8,0.173913043478261,0.285714285714286,23,0.595744680851064,0.96551724137931,0.736842105263158,29
"P0","ds004504__EC","CN_vs_FTD",4,"FTD","CN",52,9,24,5,14,0.634615384615385,0.601452198467124,0.609445277361319,0.245094814358415,0.642857142857143,0.391304347826087,0.486486486486487,23,0.631578947368421,0.827586206896552,0.716417910447761,29
"P0","ds004504__EC","CN_vs_FTD",5,"FTD","CN",52,8,25,4,15,0.634615384615385,0.590890269151139,0.604947526236882,0.247425524764216,0.666666666666667,0.347826086956522,0.457142857142857,23,0.625,0.862068965517241,0.72463768115942,29
"P0","ds004504__EC","CN_vs_FTD",6,"FTD","CN",52,6,24,5,17,0.576923076923077,0.519327731092437,0.544227886056971,0.107572391494295,0.545454545454545,0.260869565217391,0.352941176470588,23,0.585365853658537,0.827586206896552,0.685714285714286,29
"P0","ds004504__EC","CN_vs_FTD",7,"FTD","CN",52,4,25,4,19,0.557692307692308,0.471498011489174,0.517991004497751,0.049530988231085,0.5,0.173913043478261,0.258064516129032,23,0.568181818181818,0.862068965517241,0.684931506849315,29
"P0","ds004504__EC","CN_vs_FTD",8,"FTD","CN",52,6,24,5,17,0.576923076923077,0.519327731092437,0.544227886056971,0.107572391494295,0.545454545454545,0.260869565217391,0.352941176470588,23,0.585365853658537,0.827586206896552,0.685714285714286,29
"P0","ds004504__EC","CN_vs_FTD",9,"FTD","CN",52,6,24,5,17,0.576923076923077,0.519327731092437,0.544227886056971,0.107572391494295,0.545454545454545,0.260869565217391,0.352941176470588,23,0.585365853658537,0.827586206896552,0.685714285714286,29
"P0","ds004504__EC","CN_vs_FTD",10,"FTD","CN",52,6,24,5,17,0.576923076923077,0.519327731092437,0.544227886056971,0.107572391494295,0.545454545454545,0.260869565217391,0.352941176470588,23,0.585365853658537,0.827586206896552,0.685714285714286,29
"P0","ds004504__EC","CN_vs_FTD",11,"FTD","CN",52,2,26,3,21,0.538461538461538,0.413533834586466,0.491754122938531,-0.0277840682461687,0.4,0.0869565217391304,0.142857142857143,23,0.553191489361702,0.896551724137931,0.684210526315789,29
"P0","ds004504__EC","CN_vs_FTD",12,"FTD","CN",52,7,24,5,16,0.596153846153846,0.547826086956522,0.565967016491754,0.155524615566079,0.583333333333333,0.304347826086957,0.4,23,0.6,0.827586206896552,0.695652173913043,29
"P0","ds004504__EC","CN_vs_FTD",13,"FTD","CN",52,7,25,4,16,0.615384615384615,0.563025210084034,0.583208395802099,0.202381956879097,0.636363636363636,0.304347826086957,0.411764705882353,23,0.609756097560976,0.862068965517241,0.714285714285714,29
"P0","ds004504__EC","CN_vs_FTD",14,"FTD","CN",52,9,24,5,14,0.634615384615385,0.601452198467124,0.609445277361319,0.245094814358415,0.642857142857143,0.391304347826087,0.486486486486487,23,0.631578947368421,0.827586206896552,0.716417910447761,29
"P0","ds004504__EC","CN_vs_FTD",15,"FTD","CN",52,5,24,5,18,0.557692307692308,0.489543320529236,0.522488755622189,0.056680502596558,0.5,0.217391304347826,0.303030303030303,23,0.571428571428571,0.827586206896552,0.676056338028169,29
"P0","ds004504__EC","CN_vs_FTD",16,"FTD","CN",52,7,24,5,16,0.596153846153846,0.547826086956522,0.565967016491754,0.155524615566079,0.583333333333333,0.304347826086957,0.4,23,0.6,0.827586206896552,0.695652173913043,29
"P0","ds004504__EC","CN_vs_FTD",17,"FTD","CN",52,3,24,5,20,0.519230769230769,0.425541316836058,0.479010494752624,-0.0577861529362658,0.375,0.130434782608696,0.193548387096774,23,0.545454545454545,0.827586206896552,0.657534246575343,29
"P0","ds004504__EC","CN_vs_FTD",18,"FTD","CN",52,6,26,3,17,0.615384615384615,0.548611111111111,0.578710644677661,0.206666887861277,0.666666666666667,0.260869565217391,0.375,23,0.604651162790698,0.896551724137931,0.722222222222222,29
"P0","ds004504__EC","CN_vs_FTD",19,"FTD","CN",52,5,24,5,18,0.557692307692308,0.489543320529236,0.522488755622189,0.056680502596558,0.5,0.217391304347826,0.303030303030303,23,0.571428571428571,0.827586206896552,0.676056338028169,29
"P0","ds004504__EC","CN_vs_FTD",20,"FTD","CN",52,3,26,3,20,0.557692307692308,0.450114942528736,0.513493253373313,0.0419522296240876,0.5,0.130434782608696,0.206896551724138,23,0.565217391304348,0.896551724137931,0.693333333333333,29
"P0","ds006036__EO_or_photomark","AD_FTD_vs_CN",1,"AD_FTD","CN",88,58,1,28,1,0.670454545454545,0.432258064516129,0.508766803039158,0.0553008779919737,0.674418604651163,0.983050847457627,0.8,59,0.5,0.0344827586206897,0.0645161290322581,29
"P0","ds006036__EO_or_photomark","AD_FTD_vs_CN",2,"AD_FTD","CN",88,57,0,29,2,0.647727272727273,0.393103448275862,0.483050847457627,-0.106915030784482,0.662790697674419,0.966101694915254,0.786206896551724,59,0,0,0,29
"P0","ds006036__EO_or_photomark","AD_FTD_vs_CN",3,"AD_FTD","CN",88,59,0,29,0,0.670454545454545,0.401360544217687,0.5,0,0.670454545454545,1,0.802721088435374,59,0,0,0,29
"P0","ds006036__EO_or_photomark","AD_FTD_vs_CN",4,"AD_FTD","CN",88,56,0,29,3,0.636363636363636,0.388888888888889,0.474576271186441,-0.131711640076362,0.658823529411765,0.949152542372881,0.777777777777778,59,0,0,0,29
"P0","ds006036__EO_or_photomark","AD_FTD_vs_CN",5,"AD_FTD","CN",88,58,1,28,1,0.670454545454545,0.432258064516129,0.508766803039158,0.0553008779919737,0.674418604651163,0.983050847457627,0.8,59,0.5,0.0344827586206897,0.0645161290322581,29
"P0","ds006036__EO_or_photomark","AD_FTD_vs_CN",6,"AD_FTD","CN",88,59,1,28,0,0.681818181818182,0.437442922374429,0.517241379310345,0.152921088455748,0.67816091954023,1,0.808219178082192,59,1,0.0344827586206897,0.0666666666666667,29
"P0","ds006036__EO_or_photomark","AD_FTD_vs_CN",7,"AD_FTD","CN",88,56,1,28,3,0.647727272727273,0.421911421911422,0.491817650496785,-0.036928646295287,0.666666666666667,0.949152542372881,0.783216783216783,59,0.25,0.0344827586206897,0.0606060606060606,29
"P0","ds006036__EO_or_photomark","AD_FTD_vs_CN",8,"AD_FTD","CN",88,57,0,29,2,0.647727272727273,0.393103448275862,0.483050847457627,-0.106915030784482,0.662790697674419,0.966101694915254,0.786206896551724,59,0,0,0,29
"P0","ds006036__EO_or_photomark","AD_FTD_vs_CN",9,"AD_FTD","CN",88,57,0,29,2,0.647727272727273,0.393103448275862,0.483050847457627,-0.106915030784482,0.662790697674419,0.966101694915254,0.786206896551724,59,0,0,0,29
"P0","ds006036__EO_or_photomark","AD_FTD_vs_CN",10,"AD_FTD","CN",88,57,0,29,2,0.647727272727273,0.393103448275862,0.483050847457627,-0.106915030784482,0.662790697674419,0.966101694915254,0.786206896551724,59,0,0,0,29
"P0","ds006036__EO_or_photomark","AD_FTD_vs_CN",11,"AD_FTD","CN",88,57,1,28,2,0.659090909090909,0.427083333333333,0.500292226767972,0.00151392689742945,0.670588235294118,0.966101694915254,0.791666666666667,59,0.333333333333333,0.0344827586206897,0.0625,29
"P0","ds006036__EO_or_photomark","AD_FTD_vs_CN",12,"AD_FTD","CN",88,57,1,28,2,0.659090909090909,0.427083333333333,0.500292226767972,0.00151392689742945,0.670588235294118,0.966101694915254,0.791666666666667,59,0.333333333333333,0.0344827586206897,0.0625,29
"P0","ds006036__EO_or_photomark","AD_FTD_vs_CN",13,"AD_FTD","CN",88,56,1,28,3,0.647727272727273,0.421911421911422,0.491817650496785,-0.036928646295287,0.666666666666667,0.949152542372881,0.783216783216783,59,0.25,0.0344827586206897,0.0606060606060606,29
"P0","ds006036__EO_or_photomark","AD_FTD_vs_CN",14,"AD_FTD","CN",88,56,0,29,3,0.636363636363636,0.388888888888889,0.474576271186441,-0.131711640076362,0.658823529411765,0.949152542372881,0.777777777777778,59,0,0,0,29
"P0","ds006036__EO_or_photomark","AD_FTD_vs_CN",15,"AD_FTD","CN",88,56,0,29,3,0.636363636363636,0.388888888888889,0.474576271186441,-0.131711640076362,0.658823529411765,0.949152542372881,0.777777777777778,59,0,0,0,29
"P0","ds006036__EO_or_photomark","AD_FTD_vs_CN",16,"AD_FTD","CN",88,55,0,29,4,0.625,0.384615384615385,0.466101694915254,-0.152990106080475,0.654761904761905,0.932203389830508,0.769230769230769,59,0,0,0,29
"P0","ds006036__EO_or_photomark","AD_FTD_vs_CN",17,"AD_FTD","CN",88,58,1,28,1,0.670454545454545,0.432258064516129,0.508766803039158,0.0553008779919737,0.674418604651163,0.983050847457627,0.8,59,0.5,0.0344827586206897,0.0645161290322581,29
"P0","ds006036__EO_or_photomark","AD_FTD_vs_CN",18,"AD_FTD","CN",88,58,0,29,1,0.659090909090909,0.397260273972603,0.491525423728814,-0.0751646028002829,0.666666666666667,0.983050847457627,0.794520547945205,59,0,0,0,29
"P0","ds006036__EO_or_photomark","AD_FTD_vs_CN",19,"AD_FTD","CN",88,58,1,28,1,0.670454545454545,0.432258064516129,0.508766803039158,0.0553008779919737,0.674418604651163,0.983050847457627,0.8,59,0.5,0.0344827586206897,0.0645161290322581,29
"P0","ds006036__EO_or_photomark","AD_FTD_vs_CN",20,"AD_FTD","CN",88,57,2,27,2,0.670454545454545,0.459207459207459,0.517533606078317,0.0791328134899008,0.678571428571429,0.966101694915254,0.797202797202797,59,0.5,0.0689655172413793,0.121212121212121,29
"P0","ds006036__EO_or_photomark","AD_vs_CN",1,"AD","CN",65,27,11,18,9,0.584615384615385,0.557823129251701,0.564655172413793,0.139271503632789,0.6,0.75,0.666666666666667,36,0.55,0.379310344827586,0.448979591836735,29
"P0","ds006036__EO_or_photomark","AD_vs_CN",2,"AD","CN",65,29,5,24,7,0.523076923076923,0.447793916141409,0.488984674329502,-0.0282259799603408,0.547169811320755,0.805555555555556,0.651685393258427,36,0.416666666666667,0.172413793103448,0.24390243902439,29
"P0","ds006036__EO_or_photomark","AD_vs_CN",3,"AD","CN",65,27,7,22,9,0.523076923076923,0.473202614379085,0.495689655172414,-0.00994796454519921,0.551020408163265,0.75,0.635294117647059,36,0.4375,0.241379310344828,0.311111111111111,29
"P0","ds006036__EO_or_photomark","AD_vs_CN",4,"AD","CN",65,27,11,18,9,0.584615384615385,0.557823129251701,0.564655172413793,0.139271503632789,0.6,0.75,0.666666666666667,36,0.55,0.379310344827586,0.448979591836735,29
"P0","ds006036__EO_or_photomark","AD_vs_CN",5,"AD","CN",65,29,5,24,7,0.523076923076923,0.447793916141409,0.488984674329502,-0.0282259799603408,0.547169811320755,0.805555555555556,0.651685393258427,36,0.416666666666667,0.172413793103448,0.24390243902439,29
"P0","ds006036__EO_or_photomark","AD_vs_CN",6,"AD","CN",65,26,9,20,10,0.538461538461538,0.504573170731707,0.516283524904215,0.0355936848955949,0.565217391304348,0.722222222222222,0.634146341463415,36,0.473684210526316,0.310344827586207,0.375,29
"P0","ds006036__EO_or_photomark","AD_vs_CN",7,"AD","CN",65,28,8,21,8,0.553846153846154,0.50718954248366,0.526819923371648,0.0618984460590173,0.571428571428571,0.777777777777778,0.658823529411765,36,0.5,0.275862068965517,0.355555555555556,29
"P0","ds006036__EO_or_photomark","AD_vs_CN",8,"AD","CN",65,25,13,16,11,0.584615384615385,0.569958343543249,0.571360153256705,0.147007153988086,0.609756097560976,0.694444444444444,0.649350649350649,36,0.541666666666667,0.448275862068966,0.490566037735849,29
"P0","ds006036__EO_or_photomark","AD_vs_CN",9,"AD","CN",65,31,7,22,5,0.584615384615385,0.519046314058646,0.551245210727969,0.131312167641585,0.584905660377358,0.861111111111111,0.696629213483146,36,0.583333333333333,0.241379310344828,0.341463414634146,29
"P0","ds006036__EO_or_photomark","AD_vs_CN",10,"AD","CN",65,27,7,22,9,0.523076923076923,0.473202614379085,0.495689655172414,-0.00994796454519921,0.551020408163265,0.75,0.635294117647059,36,0.4375,0.241379310344828,0.311111111111111,29
"P0","ds006036__EO_or_photomark","AD_vs_CN",11,"AD","CN",65,29,11,18,7,0.615384615384615,0.583440143552935,0.592432950191571,0.205362847808419,0.617021276595745,0.805555555555556,0.698795180722892,36,0.611111111111111,0.379310344827586,0.468085106382979,29
"P0","ds006036__EO_or_photomark","AD_vs_CN",12,"AD","CN",65,28,10,19,8,0.584615384615385,0.55011535503717,0.561302681992337,0.136199194401439,0.595744680851064,0.777777777777778,0.674698795180723,36,0.555555555555556,0.344827586206897,0.425531914893617,29
"P0","ds006036__EO_or_photomark","AD_vs_CN",13,"AD","CN",65,26,11,18,10,0.569230769230769,0.545,0.550766283524904,0.107924396874752,0.590909090909091,0.722222222222222,0.65,36,0.523809523809524,0.379310344827586,0.44,29
"P0","ds006036__EO_or_photomark","AD_vs_CN",14,"AD","CN",65,33,4,25,3,0.569230769230769,0.462174940898345,0.527298850574713,0.0875510964885528,0.568965517241379,0.916666666666667,0.702127659574468,36,0.571428571428571,0.137931034482759,0.222222222222222,29
"P0","ds006036__EO_or_photomark","AD_vs_CN",15,"AD","CN",65,27,10,19,9,0.569230769230769,0.53760162601626,0.547413793103448,0.103640435431291,0.58695652173913,0.75,0.658536585365854,36,0.526315789473684,0.344827586206897,0.416666666666667,29
"P0","ds006036__EO_or_photomark","AD_vs_CN",16,"AD","CN",65,25,10,19,11,0.538461538461538,0.5125,0.51963601532567,0.0417443421874039,0.568181818181818,0.694444444444444,0.625,36,0.476190476190476,0.344827586206897,0.4,29
"P0","ds006036__EO_or_photomark","AD_vs_CN",17,"AD","CN",65,27,7,22,9,0.523076923076923,0.473202614379085,0.495689655172414,-0.00994796454519921,0.551020408163265,0.75,0.635294117647059,36,0.4375,0.241379310344828,0.311111111111111,29
"P0","ds006036__EO_or_photomark","AD_vs_CN",18,"AD","CN",65,24,7,22,12,0.476923076923077,0.438516260162602,0.454022988505747,-0.100499816175797,0.521739130434783,0.666666666666667,0.585365853658537,36,0.368421052631579,0.241379310344828,0.291666666666667,29
"P0","ds006036__EO_or_photomark","AD_vs_CN",19,"AD","CN",65,24,11,18,12,0.538461538461538,0.519230769230769,0.522988505747126,0.047797196567523,0.571428571428571,0.666666666666667,0.615384615384615,36,0.478260869565217,0.379310344827586,0.423076923076923,29
"P0","ds006036__EO_or_photomark","AD_vs_CN",20,"AD","CN",65,28,7,22,8,0.538461538461538,0.484672304439746,0.509578544061303,0.0226021167873603,0.56,0.777777777777778,0.651162790697674,36,0.466666666666667,0.241379310344828,0.318181818181818,29
"P0","ds006036__EO_or_photomark","AD_vs_FTD",1,"AD","FTD",59,32,2,21,4,0.576271186440678,0.428516079039132,0.48792270531401,-0.0389763590433421,0.60377358490566,0.888888888888889,0.719101123595506,36,0.333333333333333,0.0869565217391304,0.137931034482759,23
"P0","ds006036__EO_or_photomark","AD_vs_FTD",2,"AD","FTD",59,31,5,18,5,0.610169491525424,0.516221033868093,0.539251207729469,0.102046978025538,0.63265306122449,0.861111111111111,0.729411764705882,36,0.5,0.217391304347826,0.303030303030303,23
"P0","ds006036__EO_or_photomark","AD_vs_FTD",3,"AD","FTD",59,36,0,23,0,0.610169491525424,0.378947368421053,0.5,0,0.610169491525424,1,0.757894736842105,36,0,0,0,23
"P0","ds006036__EO_or_photomark","AD_vs_FTD",4,"AD","FTD",59,32,5,18,4,0.627118644067797,0.528343023255814,0.553140096618358,0.144165468240344,0.64,0.888888888888889,0.744186046511628,36,0.555555555555556,0.217391304347826,0.3125,23
"P0","ds006036__EO_or_photomark","AD_vs_FTD",5,"AD","FTD",59,29,6,17,7,0.593220338983051,0.520325203252033,0.533212560386473,0.0781622277724646,0.630434782608696,0.805555555555556,0.707317073170732,36,0.461538461538462,0.260869565217391,0.333333333333333,23
"P0","ds006036__EO_or_photomark","AD_vs_FTD",6,"AD","FTD",59,32,2,21,4,0.576271186440678,0.428516079039132,0.48792270531401,-0.0389763590433421,0.60377358490566,0.888888888888889,0.719101123595506,36,0.333333333333333,0.0869565217391304,0.137931034482759,23
"P0","ds006036__EO_or_photomark","AD_vs_FTD",7,"AD","FTD",59,32,4,19,4,0.610169491525424,0.496848350018539,0.531400966183575,0.0894660150599945,0.627450980392157,0.888888888888889,0.735632183908046,36,0.5,0.173913043478261,0.258064516129032,23
"P0","ds006036__EO_or_photomark","AD_vs_FTD",8,"AD","FTD",59,33,2,21,3,0.593220338983051,0.438095238095238,0.501811594202899,0.00634489156355734,0.611111111111111,0.916666666666667,0.733333333333333,36,0.4,0.0869565217391304,0.142857142857143,23
"P0","ds006036__EO_or_photomark","AD_vs_FTD",9,"AD","FTD",59,34,3,20,2,0.627118644067797,0.484920634920635,0.53743961352657,0.131127758980185,0.62962962962963,0.944444444444444,0.755555555555556,36,0.6,0.130434782608696,0.214285714285714,23
"P0","ds006036__EO_or_photomark","AD_vs_FTD",10,"AD","FTD",59,35,3,20,1,0.644067796610169,0.495726495726496,0.551328502415459,0.199155551478418,0.636363636363636,0.972222222222222,0.769230769230769,36,0.75,0.130434782608696,0.222222222222222,23
"P0","ds006036__EO_or_photomark","AD_vs_FTD",11,"AD","FTD",59,32,2,21,4,0.576271186440678,0.428516079039132,0.48792270531401,-0.0389763590433421,0.60377358490566,0.888888888888889,0.719101123595506,36,0.333333333333333,0.0869565217391304,0.137931034482759,23
"P0","ds006036__EO_or_photomark","AD_vs_FTD",12,"AD","FTD",59,34,2,21,2,0.610169491525424,0.447700447700448,0.515700483091787,0.0609181686875161,0.618181818181818,0.944444444444444,0.747252747252747,36,0.5,0.0869565217391304,0.148148148148148,23
"P0","ds006036__EO_or_photomark","AD_vs_FTD",13,"AD","FTD",59,35,2,21,1,0.627118644067797,0.457357859531773,0.529589371980676,0.131379096467923,0.625,0.972222222222222,0.760869565217391,36,0.666666666666667,0.0869565217391304,0.153846153846154,23
"P0","ds006036__EO_or_photomark","AD_vs_FTD",14,"AD","FTD",59,33,2,21,3,0.593220338983051,0.438095238095238,0.501811594202899,0.00634489156355734,0.611111111111111,0.916666666666667,0.733333333333333,36,0.4,0.0869565217391304,0.142857142857143,23
"P0","ds006036__EO_or_photomark","AD_vs_FTD",15,"AD","FTD",59,34,3,20,2,0.627118644067797,0.484920634920635,0.53743961352657,0.131127758980185,0.62962962962963,0.944444444444444,0.755555555555556,36,0.6,0.130434782608696,0.214285714285714,23
"P0","ds006036__EO_or_photomark","AD_vs_FTD",16,"AD","FTD",59,31,5,18,5,0.610169491525424,0.516221033868093,0.539251207729469,0.102046978025538,0.63265306122449,0.861111111111111,0.729411764705882,36,0.5,0.217391304347826,0.303030303030303,23
"P0","ds006036__EO_or_photomark","AD_vs_FTD",17,"AD","FTD",59,34,3,20,2,0.627118644067797,0.484920634920635,0.53743961352657,0.131127758980185,0.62962962962963,0.944444444444444,0.755555555555556,36,0.6,0.130434782608696,0.214285714285714,23
"P0","ds006036__EO_or_photomark","AD_vs_FTD",18,"AD","FTD",59,33,4,19,3,0.627118644067797,0.508333333333333,0.545289855072464,0.136614061558742,0.634615384615385,0.916666666666667,0.75,36,0.571428571428571,0.173913043478261,0.266666666666667,23
"P0","ds006036__EO_or_photomark","AD_vs_FTD",19,"AD","FTD",59,32,3,20,4,0.593220338983051,0.463636363636364,0.509661835748792,0.0291443331325316,0.615384615384615,0.888888888888889,0.727272727272727,36,0.428571428571429,0.130434782608696,0.2,23
"P0","ds006036__EO_or_photomark","AD_vs_FTD",20,"AD","FTD",59,33,1,22,3,0.576271186440678,0.3996743996744,0.480072463768116,-0.0773192141033858,0.6,0.916666666666667,0.725274725274725,36,0.25,0.0434782608695652,0.0740740740740741,23
"P0","ds006036__EO_or_photomark","CN_vs_FTD",1,"FTD","CN",52,5,26,3,18,0.596153846153846,0.517454706142289,0.556971514242879,0.156848129398436,0.625,0.217391304347826,0.32258064516129,23,0.590909090909091,0.896551724137931,0.712328767123288,29
"P0","ds006036__EO_or_photomark","CN_vs_FTD",2,"FTD","CN",52,6,27,2,17,0.634615384615385,0.563411400795404,0.595952023988006,0.264165270565787,0.75,0.260869565217391,0.387096774193548,23,0.613636363636364,0.931034482758621,0.73972602739726,29
"P0","ds006036__EO_or_photomark","CN_vs_FTD",3,"FTD","CN",52,7,27,2,16,0.653846153846154,0.59375,0.617691154422789,0.309016203754481,0.777777777777778,0.304347826086957,0.4375,23,0.627906976744186,0.931034482758621,0.75,29
"P0","ds006036__EO_or_photomark","CN_vs_FTD",4,"FTD","CN",52,5,26,3,18,0.596153846153846,0.517454706142289,0.556971514242879,0.156848129398436,0.625,0.217391304347826,0.32258064516129,23,0.590909090909091,0.896551724137931,0.712328767123288,29
"P0","ds006036__EO_or_photomark","CN_vs_FTD",5,"FTD","CN",52,7,25,4,16,0.615384615384615,0.563025210084034,0.583208395802099,0.202381956879097,0.636363636363636,0.304347826086957,0.411764705882353,23,0.609756097560976,0.862068965517241,0.714285714285714,29
"P0","ds006036__EO_or_photomark","CN_vs_FTD",6,"FTD","CN",52,5,28,1,18,0.634615384615385,0.545747126436782,0.591454272863568,0.284342889674372,0.833333333333333,0.217391304347826,0.344827586206897,23,0.608695652173913,0.96551724137931,0.746666666666667,29
"P0","ds006036__EO_or_photomark","CN_vs_FTD",7,"FTD","CN",52,1,27,2,22,0.538461538461538,0.384615384615385,0.487256371814093,-0.0542909369869159,0.333333333333333,0.0434782608695652,0.0769230769230769,23,0.551020408163265,0.931034482758621,0.692307692307692,29
"P0","ds006036__EO_or_photomark","CN_vs_FTD",8,"FTD","CN",52,5,26,3,18,0.596153846153846,0.517454706142289,0.556971514242879,0.156848129398436,0.625,0.217391304347826,0.32258064516129,23,0.590909090909091,0.896551724137931,0.712328767123288,29
"P0","ds006036__EO_or_photomark","CN_vs_FTD",9,"FTD","CN",52,7,27,2,16,0.653846153846154,0.59375,0.617691154422789,0.309016203754481,0.777777777777778,0.304347826086957,0.4375,23,0.627906976744186,0.931034482758621,0.75,29
"P0","ds006036__EO_or_photomark","CN_vs_FTD",10,"FTD","CN",52,5,27,2,18,0.615384615384615,0.531531531531532,0.574212893553223,0.215981722650712,0.714285714285714,0.217391304347826,0.333333333333333,23,0.6,0.931034482758621,0.72972972972973,29
"P0","ds006036__EO_or_photomark","CN_vs_FTD",11,"FTD","CN",52,4,23,6,19,0.519230769230769,0.445155783183952,0.483508245877061,-0.0415657019041425,0.4,0.173913043478261,0.242424242424242,23,0.547619047619048,0.793103448275862,0.647887323943662,29
