split_family,layer,world,condition,task,repeat_id,negative_class,positive_class,outer_fold_n,original_selected_k_by_fold,adjusted_selected_k_by_fold,original_selected_k_mean,adjusted_selected_k_mean,delta_selected_k_mean_adjusted_minus_original,direction_sensitive_jaccard_mean,direction_insensitive_jaccard_mean,direction_sensitive_overlap_coefficient_mean,direction_insensitive_overlap_coefficient_mean,common_unordered_pair_n,reversed_common_pair_n,reversal_rate_among_common_unordered_pairs,original_train_relation_vote_n,original_train_tie_vote_n,original_train_tie_rate,original_test_relation_vote_n,original_test_tie_vote_n,original_test_tie_rate,adjusted_train_relation_vote_n,adjusted_train_tie_vote_n,adjusted_train_tie_rate,adjusted_test_relation_vote_n,adjusted_test_tie_vote_n,adjusted_test_tie_rate,delta_test_tie_rate_adjusted_minus_original,delta_train_tie_rate_adjusted_minus_original
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_vs_FTD,3,FTD,AD,5,9|3|9|9|3,9|3|5|9|9,6.6,7.0,0.4,0.14509803921568626,0.14509803921568626,0.23555555555555555,0.23555555555555555,5,0,0.0,1554,12,0.007722007722007722,393,2,0.005089058524173028,1654,0,0.0,411,0,0.0,-0.005089058524173028,-0.007722007722007722
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_vs_FTD,4,FTD,AD,5,5|9|5|3|3,5|9|3|5|3,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0,,1176,0,0.0,299,0,0.0,1178,0,0.0,297,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_vs_FTD,5,FTD,AD,5,5|3|9|9|9,3|9|5|9|3,7.0,5.8,-1.2,0.0,0.0,0.0,0.0,0,0,,1658,0,0.0,407,0,0.0,1372,0,0.0,339,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_vs_FTD,6,FTD,AD,5,9|9|9|9|3,3|3|5|9|5,7.8,5.0,-2.8,0.015384615384615385,0.015384615384615385,0.04,0.04,1,0,0.0,1836,16,0.008714596949891068,465,2,0.004301075268817204,1186,0,0.0,289,0,0.0,-0.004301075268817204,-0.008714596949891068
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_vs_FTD,7,FTD,AD,5,5|5|5|9|5,9|3|9|5|9,5.8,7.0,1.2,0.0,0.0,0.0,0.0,0,0,,1372,7,0.00510204081632653,339,2,0.0058997050147492625,1650,0,0.0,415,0,0.0,-0.0058997050147492625,-0.00510204081632653
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_vs_FTD,8,FTD,AD,5,5|9|9|3|3,9|9|9|9|5,5.8,8.2,2.4,0.0,0.0,0.0,0.0,0,0,,1364,15,0.010997067448680353,347,3,0.008645533141210375,1932,0,0.0,487,0,0.0,-0.008645533141210375,-0.010997067448680353
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_vs_FTD,9,FTD,AD,5,5|3|9|9|5,9|9|9|9|9,6.2,9.0,2.8,0.0,0.0,0.0,0.0,0,0,,1466,9,0.006139154160982265,363,0,0.0,2124,0,0.0,531,0,0.0,0.0,-0.006139154160982265
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_vs_FTD,10,FTD,AD,5,3|9|3|5|9,9|5|9|9|9,5.8,8.2,2.4,0.015384615384615385,0.015384615384615385,0.04,0.04,1,0,0.0,1374,10,0.00727802037845706,337,2,0.005934718100890208,1936,0,0.0,483,0,0.0,-0.005934718100890208,-0.00727802037845706
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_vs_FTD,11,FTD,AD,5,5|9|9|9|3,5|3|9|9|3,7.0,5.8,-1.2,0.1,0.1,0.13333333333333333,0.13333333333333333,2,0,0.0,1652,16,0.009685230024213076,413,2,0.004842615012106538,1370,0,0.0,341,0,0.0,-0.004842615012106538,-0.009685230024213076
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_vs_FTD,12,FTD,AD,5,3|9|3|3|9,5|3|5|5|9,5.4,5.4,0.0,0.0,0.0,0.0,0.0,0,0,,1278,4,0.003129890453834116,315,4,0.012698412698412698,1278,0,0.0,315,0,0.0,-0.012698412698412698,-0.003129890453834116
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_vs_FTD,13,FTD,AD,5,9|5|9|9|9,5|9|5|5|5,8.2,5.8,-2.4,0.0,0.0,0.0,0.0,0,0,,1936,5,0.0025826446280991736,483,0,0.0,1368,0,0.0,343,0,0.0,0.0,-0.0025826446280991736
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_vs_FTD,14,FTD,AD,5,9|3|9|9|5,5|9|9|3|9,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,,1650,6,0.0036363636363636364,415,5,0.012048192771084338,1652,0,0.0,413,0,0.0,-0.012048192771084338,-0.0036363636363636364
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_vs_FTD,15,FTD,AD,5,5|3|5|9|3,9|5|9|9|9,5.0,8.2,3.2,0.0,0.0,0.0,0.0,0,0,,1182,11,0.009306260575296108,293,3,0.010238907849829351,1936,0,0.0,483,0,0.0,-0.010238907849829351,-0.009306260575296108
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_vs_FTD,16,FTD,AD,5,5|3|9|9|9,9|3|3|5|9,7.0,5.8,-1.2,0.04,0.04,0.06666666666666667,0.06666666666666667,3,0,0.0,1658,4,0.0024125452352231603,407,1,0.002457002457002457,1368,0,0.0,343,0,0.0,-0.002457002457002457,-0.0024125452352231603
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_vs_FTD,17,FTD,AD,5,3|9|3|9|5,5|9|9|9|5,5.8,7.4,1.6,0.025,0.025,0.04444444444444444,0.04444444444444444,2,0,0.0,1374,18,0.013100436681222707,337,3,0.008902077151335312,1748,0,0.0,435,0,0.0,-0.008902077151335312,-0.013100436681222707
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_vs_FTD,18,FTD,AD,5,9|5|5|3|5,9|5|9|9|5,5.4,7.4,2.0,0.01818181818181818,0.01818181818181818,0.06666666666666667,0.06666666666666667,1,0,0.0,1268,6,0.00473186119873817,325,2,0.006153846153846154,1744,0,0.0,439,0,0.0,-0.006153846153846154,-0.00473186119873817
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_vs_FTD,19,FTD,AD,5,9|5|3|9|5,9|3|3|5|5,6.2,5.0,-1.2,0.04033613445378151,0.04033613445378151,0.08888888888888888,0.08888888888888888,2,0,0.0,1462,18,0.012311901504787962,367,4,0.010899182561307902,1176,0,0.0,299,0,0.0,-0.010899182561307902,-0.012311901504787962
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_vs_FTD,20,FTD,AD,5,3|3|3|9|9,9|9|9|3|5,5.4,7.0,1.6,0.0,0.0,0.0,0.0,0,0,,1284,12,0.009345794392523364,309,2,0.006472491909385114,1644,0,0.0,421,0,0.0,-0.006472491909385114,-0.009345794392523364
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,CN_vs_FTD,1,CN,FTD,5,9|9|9|9|9,9|9|9|9|3,9.0,7.8,-1.2,0.04171122994652406,0.04171122994652406,0.1111111111111111,0.1111111111111111,3,0,0.0,1872,0,0.0,468,0,0.0,1614,0,0.0,414,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,CN_vs_FTD,2,CN,FTD,5,9|5|9|9|5,9|5|9|5|9,7.4,7.4,0.0,0.025,0.025,0.04444444444444444,0.04444444444444444,2,0,0.0,1536,0,0.0,388,0,0.0,1540,0,0.0,384,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,CN_vs_FTD,3,CN,FTD,5,5|9|9|9|9,9|9|9|9|3,8.2,7.8,-0.4,0.06352941176470589,0.06352941176470589,0.1111111111111111,0.1111111111111111,5,0,0.0,1708,0,0.0,424,0,0.0,1614,0,0.0,414,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,CN_vs_FTD,4,CN,FTD,5,9|9|9|9|9,9|9|5|3|5,9.0,6.2,-2.8,0.04,0.04,0.06666666666666667,0.06666666666666667,3,0,0.0,1872,0,0.0,468,0,0.0,1284,0,0.0,328,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,CN_vs_FTD,5,CN,FTD,5,5|5|9|9|9,3|3|5|3|5,7.4,3.8,-3.6,0.015384615384615385,0.015384615384615385,0.04,0.04,1,0,0.0,1544,0,0.0,380,0,0.0,792,0,0.0,196,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,CN_vs_FTD,6,CN,FTD,5,9|9|9|3|9,3|9|3|9|9,7.8,6.6,-1.2,0.05176470588235294,0.05176470588235294,0.15555555555555556,0.15555555555555556,3,0,0.0,1620,0,0.0,408,0,0.0,1380,0,0.0,336,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,CN_vs_FTD,7,CN,FTD,5,3|3|5|3|3,5|5|9|3|5,3.4,5.4,2.0,0.10666666666666666,0.10666666666666666,0.19999999999999998,0.19999999999999998,3,0,0.0,706,0,0.0,178,0,0.0,1120,0,0.0,284,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,CN_vs_FTD,8,CN,FTD,5,9|9|9|3|5,9|9|5|5|5,7.0,6.6,-0.4,0.0,0.0,0.0,0.0,0,0,,1448,11,0.007596685082872928,372,4,0.010752688172043012,1368,0,0.0,348,0,0.0,-0.010752688172043012,-0.007596685082872928
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,CN_vs_FTD,9,CN,FTD,5,9|5|3|9|9,9|9|5|5|5,7.0,6.6,-0.4,0.02857142857142857,0.02857142857142857,0.06666666666666667,0.06666666666666667,1,0,0.0,1462,0,0.0,358,0,0.0,1368,0,0.0,348,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,CN_vs_FTD,10,CN,FTD,5,9|9|9|3|5,9|9|9|5|3,7.0,7.0,0.0,0.03676470588235294,0.03676470588235294,0.06666666666666667,0.06666666666666667,3,0,0.0,1448,0,0.0,372,0,0.0,1446,0,0.0,374,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,CN_vs_FTD,11,CN,FTD,5,3|3|9|9|9,9|9|3|1|5,6.6,5.4,-1.2,0.07333333333333333,0.07333333333333333,0.21333333333333332,0.21333333333333332,4,0,0.0,1380,0,0.0,336,0,0.0,1118,0,0.0,286,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,CN_vs_FTD,12,CN,FTD,5,9|5|5|9|3,5|5|9|9|3,6.2,6.2,0.0,0.03333333333333333,0.03333333333333333,0.08,0.08,2,0,0.0,1286,0,0.0,326,0,0.0,1286,0,0.0,326,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,CN_vs_FTD,13,CN,FTD,5,9|3|9|9|3,9|9|5|9|3,6.6,7.0,0.4,0.09454545454545454,0.09454545454545454,0.18666666666666665,0.18666666666666665,4,0,0.0,1368,0,0.0,348,0,0.0,1450,0,0.0,370,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,CN_vs_FTD,14,CN,FTD,5,5|9|9|9|9,5|5|9|9|9,8.2,7.4,-0.8,0.025,0.025,0.04444444444444444,0.04444444444444444,2,0,0.0,1708,0,0.0,424,0,0.0,1544,0,0.0,380,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,CN_vs_FTD,15,CN,FTD,5,9|3|5|9|3,5|9|5|5|9,5.8,6.6,0.8,0.015384615384615385,0.015384615384615385,0.04,0.04,1,0,0.0,1204,0,0.0,304,0,0.0,1376,0,0.0,340,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,CN_vs_FTD,16,CN,FTD,5,9|3|5|5|9,5|5|9|5|9,6.2,6.6,0.4,0.027149321266968326,0.027149321266968326,0.06222222222222222,0.06222222222222222,2,0,0.0,1294,0,0.0,318,0,0.0,1376,0,0.0,340,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,CN_vs_FTD,17,CN,FTD,5,5|9|9|9|9,9|5|5|5|5,8.2,5.8,-2.4,0.03333333333333333,0.03333333333333333,0.08,0.08,2,0,0.0,1708,0,0.0,424,0,0.0,1204,0,0.0,304,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,CN_vs_FTD,18,CN,FTD,5,5|9|9|5|9,9|9|9|5|3,7.4,7.0,-0.4,0.011764705882352941,0.011764705882352941,0.02222222222222222,0.02222222222222222,1,0,0.0,1540,0,0.0,384,0,0.0,1446,0,0.0,374,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,CN_vs_FTD,19,CN,FTD,5,5|3|9|5|9,5|9|3|9|9,6.2,7.0,0.8,0.045098039215686274,0.045098039215686274,0.10222222222222223,0.10222222222222223,3,0,0.0,1294,9,0.006955177743431221,318,3,0.009433962264150943,1462,0,0.0,358,0,0.0,-0.009433962264150943,-0.006955177743431221
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,CN_vs_FTD,20,CN,FTD,5,5|9|9|9|9,9|5|5|9|9,8.2,7.4,-0.8,0.05,0.05,0.08888888888888888,0.08888888888888888,4,0,0.0,1708,10,0.00585480093676815,424,1,0.0023584905660377358,1544,0,0.0,380,0,0.0,-0.0023584905660377358,-0.00585480093676815
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds004504__EC,AD_FTD_vs_CN,1,CN,AD_FTD,5,9|9|9|9|5,5|5|3|9|9,8.2,6.2,-2.0,0.13151515151515153,0.13151515151515153,0.3066666666666667,0.3066666666666667,7,0,0.0,2880,0,0.0,728,0,0.0,2188,0,0.0,540,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds004504__EC,AD_FTD_vs_CN,2,CN,AD_FTD,5,9|9|5|5|3,9|1|3|9|5,6.2,5.4,-0.8,0.055720749838396894,0.055720749838396894,0.1288888888888889,0.1288888888888889,3,0,0.0,2176,0,0.0,552,0,0.0,1900,0,0.0,476,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds004504__EC,AD_FTD_vs_CN,3,CN,AD_FTD,5,9|3|5|9|3,3|5|5|9|9,5.8,6.2,0.4,0.06222222222222222,0.06222222222222222,0.10666666666666666,0.10666666666666666,4,0,0.0,2036,0,0.0,516,0,0.0,2188,0,0.0,540,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds004504__EC,AD_FTD_vs_CN,4,CN,AD_FTD,5,5|9|9|5|9,9|3|5|9|9,7.4,7.0,-0.4,0.13493006993006992,0.13493006993006992,0.3377777777777778,0.3377777777777778,8,0,0.0,2608,0,0.0,648,0,0.0,2468,0,0.0,612,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds004504__EC,AD_FTD_vs_CN,5,CN,AD_FTD,5,9|9|9|9|5,9|9|3|1|5,8.2,5.4,-2.8,0.22818181818181818,0.22818181818181818,0.3244444444444444,0.3244444444444444,11,0,0.0,2880,0,0.0,728,0,0.0,1900,0,0.0,476,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds004504__EC,AD_FTD_vs_CN,6,CN,AD_FTD,5,9|5|5|5|3,3|5|5|5|3,5.4,4.2,-1.2,0.04444444444444444,0.04444444444444444,0.08,0.08,2,0,0.0,1896,0,0.0,480,0,0.0,1476,0,0.0,372,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds004504__EC,AD_FTD_vs_CN,7,CN,AD_FTD,5,9|9|5|3|9,3|9|1|3|9,7.0,5.0,-2.0,0.13176470588235295,0.13176470588235295,0.4222222222222222,0.4222222222222222,7,0,0.0,2468,0,0.0,612,0,0.0,1768,0,0.0,432,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds004504__EC,AD_FTD_vs_CN,8,CN,AD_FTD,5,9|9|3|9|3,5|5|9|9|5,6.6,6.6,0.0,0.10631016042780748,0.10631016042780748,0.27555555555555555,0.27555555555555555,6,0,0.0,2316,0,0.0,588,0,0.0,2320,0,0.0,584,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds004504__EC,AD_FTD_vs_CN,9,CN,AD_FTD,5,9|5|3|5|9,9|1|9|5|5,6.2,5.8,-0.4,0.0807886557886558,0.0807886557886558,0.19111111111111112,0.19111111111111112,5,0,0.0,2188,0,0.0,540,0,0.0,2040,0,0.0,512,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds004504__EC,AD_FTD_vs_CN,10,CN,AD_FTD,5,9|5|3|9|3,5|5|5|9|9,5.8,6.6,0.8,0.1453846153846154,0.1453846153846154,0.32,0.32,8,0,0.0,2036,0,0.0,516,0,0.0,2328,0,0.0,576,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds004504__EC,AD_FTD_vs_CN,11,CN,AD_FTD,5,9|9|9|5|3,3|5|9|3|3,7.0,4.6,-2.4,0.17906093906093906,0.17906093906093906,0.3511111111111111,0.3511111111111111,9,0,0.0,2456,0,0.0,624,0,0.0,1616,0,0.0,408,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds004504__EC,AD_FTD_vs_CN,12,CN,AD_FTD,5,5|1|3|9|9,9|3|9|3|9,5.4,6.6,1.2,0.13047619047619047,0.13047619047619047,0.3022222222222222,0.3022222222222222,8,0,0.0,1908,0,0.0,468,0,0.0,2328,0,0.0,576,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds004504__EC,AD_FTD_vs_CN,13,CN,AD_FTD,5,3|9|5|9|3,3|9|9|9|3,5.8,6.6,0.8,0.11676470588235295,0.11676470588235295,0.19999999999999998,0.19999999999999998,5,0,0.0,2036,0,0.0,516,0,0.0,2316,0,0.0,588,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds004504__EC,AD_FTD_vs_CN,14,CN,AD_FTD,5,3|9|9|9|5,5|9|5|3|9,7.0,6.2,-0.8,0.08434065934065935,0.08434065934065935,0.19111111111111112,0.19111111111111112,5,0,0.0,2460,0,0.0,620,0,0.0,2188,0,0.0,540,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds004504__EC,AD_FTD_vs_CN,15,CN,AD_FTD,5,9|5|3|9|5,9|9|5|5|3,6.2,6.2,0.0,0.10700280112044817,0.10700280112044817,0.24888888888888888,0.24888888888888888,6,0,0.0,2180,0,0.0,548,0,0.0,2176,0,0.0,552,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds004504__EC,AD_FTD_vs_CN,16,CN,AD_FTD,5,9|5|9|3|5,3|5|9|3|5,6.2,5.0,-1.2,0.28285714285714286,0.28285714285714286,0.4755555555555555,0.4755555555555555,11,0,0.0,2180,0,0.0,548,0,0.0,1760,0,0.0,440,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds004504__EC,AD_FTD_vs_CN,17,CN,AD_FTD,5,3|9|5|5|9,1|9|9|5|3,6.2,5.4,-0.8,0.10538461538461538,0.10538461538461538,0.25333333333333335,0.25333333333333335,5,0,0.0,2188,0,0.0,540,0,0.0,1896,0,0.0,480,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds004504__EC,AD_FTD_vs_CN,18,CN,AD_FTD,5,9|5|9|3|5,9|5|9|9|9,6.2,8.2,2.0,0.19286360698125404,0.19286360698125404,0.3822222222222222,0.3822222222222222,10,0,0.0,2180,0,0.0,548,0,0.0,2888,0,0.0,720,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds004504__EC,AD_FTD_vs_CN,19,CN,AD_FTD,5,9|9|5|5|9,3|3|9|9|9,7.4,6.6,-0.8,0.11328671328671329,0.11328671328671329,0.24444444444444444,0.24444444444444444,7,0,0.0,2608,0,0.0,648,0,0.0,2328,0,0.0,576,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds004504__EC,AD_FTD_vs_CN,20,CN,AD_FTD,5,3|3|5|9|9,5|5|3|3|9,5.8,5.0,-0.8,0.19833333333333333,0.19833333333333333,0.4444444444444444,0.4444444444444444,8,0,0.0,2048,0,0.0,504,0,0.0,1768,0,0.0,432,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds004504__EC,AD_vs_CN,1,CN,AD,5,9|3|5|3|3,9|3|9|3|9,4.6,6.6,2.0,0.06714932126696833,0.06714932126696833,0.1288888888888889,0.1288888888888889,3,0,0.0,1190,0,0.0,305,0,0.0,1716,0,0.0,429,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds004504__EC,AD_vs_CN,2,CN,AD,5,3|3|9|9|1,1|5|5|9|9,5.0,5.8,0.8,0.03333333333333333,0.03333333333333333,0.08,0.08,2,0,0.0,1298,0,0.0,327,0,0.0,1516,0,0.0,369,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds004504__EC,AD_vs_CN,3,CN,AD,5,3|3|9|9|5,9|1|5|3|1,5.8,3.8,-2.0,0.033566433566433566,0.033566433566433566,0.10666666666666666,0.10666666666666666,2,0,0.0,1510,0,0.0,375,0,0.0,980,0,0.0,255,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds004504__EC,AD_vs_CN,4,CN,AD,5,1|9|5|3|3,9|3|3|3|9,4.2,5.4,1.2,0.01818181818181818,0.01818181818181818,0.06666666666666667,0.06666666666666667,1,0,0.0,1094,0,0.0,271,0,0.0,1404,0,0.0,351,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds004504__EC,AD_vs_CN,5,CN,AD,5,3|3|5|1|9,1|9|5|3|1,4.2,3.8,-0.4,0.06666666666666667,0.06666666666666667,0.2,0.2,1,0,0.0,1098,0,0.0,267,0,0.0,988,0,0.0,247,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds004504__EC,AD_vs_CN,6,CN,AD,5,1|5|9|5|1,9|1|5|3|3,4.2,4.2,0.0,0.06666666666666667,0.06666666666666667,0.2,0.2,1,0,0.0,1092,0,0.0,273,0,0.0,1086,0,0.0,279,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds004504__EC,AD_vs_CN,7,CN,AD,5,9|9|5|9|9,9|1|3|9|3,8.2,5.0,-3.2,0.065,0.065,0.17777777777777776,0.17777777777777776,4,0,0.0,2132,0,0.0,533,0,0.0,1294,0,0.0,331,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds004504__EC,AD_vs_CN,8,CN,AD,5,9|9|9|1|3,3|5|3|3|3,6.2,3.4,-2.8,0.11818181818181818,0.11818181818181818,0.3466666666666667,0.3466666666666667,4,0,0.0,1606,0,0.0,409,0,0.0,884,0,0.0,221,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds004504__EC,AD_vs_CN,9,CN,AD,5,9|3|1|5|3,5|9|3|9|1,4.2,5.4,1.2,0.03076923076923077,0.03076923076923077,0.08,0.08,2,0,0.0,1086,0,0.0,279,0,0.0,1400,0,0.0,355,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds004504__EC,AD_vs_CN,10,CN,AD,5,5|3|5|3|9,9|3|9|3|3,5.0,5.4,0.4,0.09538461538461539,0.09538461538461539,0.24,0.24,4,0,0.0,1304,0,0.0,321,0,0.0,1398,0,0.0,357,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds004504__EC,AD_vs_CN,11,CN,AD,5,1|9|3|5|3,1|9|5|1|5,4.2,4.2,0.0,0.09523809523809523,0.09523809523809523,0.19999999999999998,0.19999999999999998,3,0,0.0,1094,0,0.0,271,0,0.0,1096,0,0.0,269,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds004504__EC,AD_vs_CN,12,CN,AD,5,9|1|3|9|9,9|1|1|3|3,6.2,3.4,-2.8,0.05818181818181818,0.05818181818181818,0.19999999999999998,0.19999999999999998,3,0,0.0,1612,0,0.0,403,0,0.0,878,0,0.0,227,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds004504__EC,AD_vs_CN,13,CN,AD,5,3|3|9|9|3,3|1|3|3|1,5.4,2.2,-3.2,0.05818181818181818,0.05818181818181818,0.13333333333333333,0.13333333333333333,2,0,0.0,1404,0,0.0,351,0,0.0,570,0,0.0,145,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds004504__EC,AD_vs_CN,14,CN,AD,5,9|3|9|9|9,9|3|1|1|3,7.8,3.4,-4.4,0.025,0.025,0.04444444444444444,0.04444444444444444,2,0,0.0,2028,0,0.0,507,0,0.0,878,0,0.0,227,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds004504__EC,AD_vs_CN,15,CN,AD,5,9|5|1|3|5,3|3|9|3|5,4.6,4.6,0.0,0.0,0.0,0.0,0.0,0,0,,1192,0,0.0,303,0,0.0,1198,0,0.0,297,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,REGION_AGGREGATES_ALL,ds004504__EC,AD_vs_CN,16,CN,AD,5,9|3|3|5|9,9|3|1|5|5,5.8,4.6,-1.2,0.011764705882352941,0.011764705882352941,0.02222222222222222,0.02222222222222222,1,0,0.0,1508,0,0.0,377,0,0.0,1192,0,0.0,303,0,0.0,0.0,0.0
