split_family,layer,world,condition,task,repeat_id,negative_class,positive_class,outer_fold_n,original_selected_k_by_fold,adjusted_selected_k_by_fold,original_selected_k_mean,adjusted_selected_k_mean,delta_selected_k_mean_adjusted_minus_original,direction_sensitive_jaccard_mean,direction_insensitive_jaccard_mean,direction_sensitive_overlap_coefficient_mean,direction_insensitive_overlap_coefficient_mean,common_unordered_pair_n,reversed_common_pair_n,reversal_rate_among_common_unordered_pairs,original_train_relation_vote_n,original_train_tie_vote_n,original_train_tie_rate,original_test_relation_vote_n,original_test_tie_vote_n,original_test_tie_rate,adjusted_train_relation_vote_n,adjusted_train_tie_vote_n,adjusted_train_tie_rate,adjusted_test_relation_vote_n,adjusted_test_tie_vote_n,adjusted_test_tie_rate,delta_test_tie_rate_adjusted_minus_original,delta_train_tie_rate_adjusted_minus_original
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,AD_vs_FTD,6,FTD,AD,5,5|9|9|9|9,9|9|9|9|9,8.2,9.0,0.8,0.05176470588235294,0.05176470588235294,0.08888888888888888,0.08888888888888888,4,0,0.0,1940,0,0.0,479,0,0.0,2124,0,0.0,531,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,AD_vs_FTD,7,FTD,AD,5,9|9|5|9|9,9|9|9|3|5,8.2,7.0,-1.2,0.04171122994652406,0.04171122994652406,0.1111111111111111,0.1111111111111111,3,0,0.0,1936,0,0.0,483,0,0.0,1644,0,0.0,421,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,AD_vs_FTD,8,FTD,AD,5,9|9|5|9|3,3|9|9|3|5,7.0,5.8,-1.2,0.07366946778711485,0.07366946778711485,0.1688888888888889,0.1688888888888889,4,0,0.0,1648,0,0.0,417,0,0.0,1368,0,0.0,343,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,AD_vs_FTD,9,FTD,AD,5,9|9|5|3|5,9|5|9|5|9,6.2,7.4,1.2,0.15804195804195803,0.15804195804195803,0.23555555555555557,0.23555555555555557,9,0,0.0,1456,0,0.0,373,0,0.0,1744,0,0.0,439,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,AD_vs_FTD,10,FTD,AD,5,5|9|3|9|9,5|5|9|9|3,7.0,6.2,-0.8,0.029946524064171122,0.029946524064171122,0.08888888888888888,0.08888888888888888,2,0,0.0,1658,0,0.0,407,0,0.0,1464,0,0.0,365,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,AD_vs_FTD,11,FTD,AD,5,9|9|9|5|9,9|9|5|5|9,8.2,7.4,-0.8,0.027149321266968326,0.027149321266968326,0.06222222222222222,0.06222222222222222,2,0,0.0,1932,0,0.0,487,0,0.0,1744,0,0.0,439,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,AD_vs_FTD,12,FTD,AD,5,9|5|9|5|5,5|9|5|3|9,6.6,6.2,-0.4,0.015384615384615385,0.015384615384615385,0.04,0.04,1,0,0.0,1552,0,0.0,395,0,0.0,1464,0,0.0,365,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,AD_vs_FTD,13,FTD,AD,5,9|9|5|5|3,9|9|9|5|5,6.2,7.4,1.2,0.02857142857142857,0.02857142857142857,0.06666666666666667,0.06666666666666667,1,0,0.0,1456,0,0.0,373,0,0.0,1740,0,0.0,443,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,AD_vs_FTD,14,FTD,AD,5,9|9|5|9|9,5|9|9|5|9,8.2,7.4,-0.8,0.06048265460030166,0.06048265460030166,0.14222222222222222,0.14222222222222222,4,0,0.0,1936,0,0.0,483,0,0.0,1748,0,0.0,435,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,AD_vs_FTD,15,FTD,AD,5,9|3|9|9|9,9|9|9|9|9,7.8,9.0,1.2,0.09171122994652406,0.09171122994652406,0.19999999999999998,0.19999999999999998,7,0,0.0,1842,0,0.0,459,0,0.0,2124,0,0.0,531,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,AD_vs_FTD,16,FTD,AD,5,9|9|5|5|9,9|5|9|9|9,7.4,8.2,0.8,0.06048265460030166,0.06048265460030166,0.14222222222222222,0.14222222222222222,4,0,0.0,1744,0,0.0,439,0,0.0,1936,0,0.0,483,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,AD_vs_FTD,17,FTD,AD,5,9|9|9|9|9,5|5|9|9|9,9.0,7.4,-1.6,0.045098039215686274,0.045098039215686274,0.10222222222222223,0.10222222222222223,3,0,0.0,2124,0,0.0,531,0,0.0,1752,0,0.0,431,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,AD_vs_FTD,18,FTD,AD,5,9|9|9|9|9,3|9|3|9|5,9.0,5.8,-3.2,0.07033113944878651,0.07033113944878651,0.17333333333333334,0.17333333333333334,5,0,0.0,2124,0,0.0,531,0,0.0,1374,0,0.0,337,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,AD_vs_FTD,19,FTD,AD,5,9|9|9|9|9,9|5|9|9|9,9.0,8.2,-0.8,0.08509803921568627,0.08509803921568627,0.1688888888888889,0.1688888888888889,6,0,0.0,2124,0,0.0,531,0,0.0,1936,0,0.0,483,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,AD_vs_FTD,20,FTD,AD,5,9|9|9|9|9,9|5|9|9|9,9.0,8.2,-0.8,0.03891402714932127,0.03891402714932127,0.08444444444444445,0.08444444444444445,3,0,0.0,2124,0,0.0,531,0,0.0,1936,0,0.0,483,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,CN_vs_FTD,1,CN,FTD,5,9|9|5|9|9,5|9|5|5|9,8.2,6.6,-1.6,0.08676470588235294,0.08676470588235294,0.14666666666666667,0.14666666666666667,5,0,0.0,1708,0,0.0,424,0,0.0,1376,0,0.0,340,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,CN_vs_FTD,2,CN,FTD,5,5|9|9|9|9,9|5|9|9|9,8.2,8.2,0.0,0.07333333333333333,0.07333333333333333,0.14666666666666667,0.14666666666666667,5,0,0.0,1708,0,0.0,424,0,0.0,1708,0,0.0,424,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,CN_vs_FTD,3,CN,FTD,5,9|5|9|9|5,9|9|3|9|5,7.4,7.0,-0.4,0.0404040404040404,0.0404040404040404,0.10666666666666666,0.10666666666666666,2,0,0.0,1536,0,0.0,388,0,0.0,1454,0,0.0,366,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,CN_vs_FTD,4,CN,FTD,5,9|9|9|9|3,9|9|9|5|9,7.8,8.2,0.4,0.08827985739750445,0.08827985739750445,0.21333333333333332,0.21333333333333332,6,0,0.0,1614,0,0.0,414,0,0.0,1704,0,0.0,428,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,CN_vs_FTD,5,CN,FTD,5,9|9|9|9|9,5|5|5|9|9,9.0,6.6,-2.4,0.04253393665158371,0.04253393665158371,0.10222222222222223,0.10222222222222223,3,0,0.0,1872,0,0.0,468,0,0.0,1380,0,0.0,336,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,CN_vs_FTD,6,CN,FTD,5,3|9|9|5|9,9|9|5|9|9,7.0,8.2,1.2,0.045098039215686274,0.045098039215686274,0.10222222222222223,0.10222222222222223,3,0,0.0,1458,0,0.0,362,0,0.0,1708,0,0.0,424,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,CN_vs_FTD,7,CN,FTD,5,9|5|9|5|5,5|3|5|3|9,6.6,5.0,-1.6,0.02857142857142857,0.02857142857142857,0.06666666666666667,0.06666666666666667,1,0,0.0,1368,0,0.0,348,0,0.0,1046,0,0.0,254,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,CN_vs_FTD,8,CN,FTD,5,9|9|9|9|5,9|5|9|3|5,8.2,6.2,-2.0,0.045098039215686274,0.045098039215686274,0.10222222222222223,0.10222222222222223,3,0,0.0,1700,0,0.0,432,0,0.0,1284,0,0.0,328,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,CN_vs_FTD,9,CN,FTD,5,9|5|3|9|9,9|9|3|3|9,7.0,6.6,-0.4,0.09833333333333333,0.09833333333333333,0.19111111111111112,0.19111111111111112,5,0,0.0,1462,0,0.0,358,0,0.0,1374,0,0.0,342,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,CN_vs_FTD,10,CN,FTD,5,3|9|9|5|9,5|5|3|9|9,7.0,6.2,-0.8,0.03333333333333333,0.03333333333333333,0.08,0.08,2,0,0.0,1458,0,0.0,362,0,0.0,1298,0,0.0,314,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,CN_vs_FTD,11,CN,FTD,5,9|5|9|9|9,9|3|5|9|3,8.2,5.8,-2.4,0.029946524064171122,0.029946524064171122,0.08888888888888888,0.08888888888888888,2,0,0.0,1708,0,0.0,424,0,0.0,1204,0,0.0,304,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,CN_vs_FTD,12,CN,FTD,5,5|5|9|9|3,9|9|9|9|5,6.2,8.2,2.0,0.10500000000000001,0.10500000000000001,0.20444444444444446,0.20444444444444446,6,0,0.0,1286,0,0.0,326,0,0.0,1700,0,0.0,432,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,CN_vs_FTD,13,CN,FTD,5,5|9|9|9|9,9|9|9|9|9,8.2,9.0,0.8,0.05214932126696833,0.05214932126696833,0.10666666666666666,0.10666666666666666,4,0,0.0,1708,0,0.0,424,0,0.0,1872,0,0.0,468,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,CN_vs_FTD,14,CN,FTD,5,5|9|9|9|9,9|9|9|5|9,8.2,8.2,0.0,0.05176470588235294,0.05176470588235294,0.08888888888888888,0.08888888888888888,4,0,0.0,1708,0,0.0,424,0,0.0,1704,0,0.0,428,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,CN_vs_FTD,15,CN,FTD,5,9|9|9|9|9,9|9|5|9|9,9.0,8.2,-0.8,0.09,0.09,0.15555555555555556,0.15555555555555556,7,0,0.0,1872,0,0.0,468,0,0.0,1708,0,0.0,424,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,CN_vs_FTD,16,CN,FTD,5,9|5|9|5|9,9|9|9|9|9,7.4,9.0,1.6,0.05,0.05,0.08888888888888888,0.08888888888888888,4,0,0.0,1540,0,0.0,384,0,0.0,1872,0,0.0,468,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,CN_vs_FTD,17,CN,FTD,5,9|3|9|3|5,9|9|9|5|9,5.8,8.2,2.4,0.0784313725490196,0.0784313725490196,0.15555555555555556,0.15555555555555556,3,0,0.0,1202,0,0.0,306,0,0.0,1704,0,0.0,428,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,CN_vs_FTD,18,CN,FTD,5,9|9|9|3|9,3|9|3|9|9,7.8,6.6,-1.2,0.0,0.0,0.0,0.0,0,0,,1620,0,0.0,408,0,0.0,1380,0,0.0,336,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,CN_vs_FTD,19,CN,FTD,5,5|9|5|9|9,5|5|9|9|5,7.4,6.6,-0.8,0.037606837606837605,0.037606837606837605,0.08,0.08,2,0,0.0,1544,0,0.0,380,0,0.0,1372,0,0.0,344,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,CN_vs_FTD,20,CN,FTD,5,5|9|9|9|9,3|3|9|5|5,8.2,5.0,-3.2,0.033566433566433566,0.033566433566433566,0.10666666666666666,0.10666666666666666,2,0,0.0,1708,0,0.0,424,0,0.0,1040,0,0.0,260,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_FTD_vs_CN,1,CN,AD_FTD,5,5|9|9|9|9,9|5|3|1|5,8.2,4.6,-3.6,0.05555555555555555,0.05555555555555555,0.28,0.28,3,0,0.0,2888,0,0.0,720,0,0.0,1620,0,0.0,404,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_FTD_vs_CN,2,CN,AD_FTD,5,9|3|5|5|9,9|1|3|3|3,6.2,3.8,-2.4,0.15151515151515152,0.15151515151515152,0.39999999999999997,0.39999999999999997,4,0,0.0,2188,0,0.0,540,0,0.0,1336,0,0.0,336,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_FTD_vs_CN,3,CN,AD_FTD,5,9|9|9|9|9,5|5|5|3|1,9.0,3.8,-5.2,0.05454545454545454,0.05454545454545454,0.12,0.12,3,0,0.0,3168,0,0.0,792,0,0.0,1332,0,0.0,340,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_FTD_vs_CN,4,CN,AD_FTD,5,3|5|5|9|3,3|9|9|9|1,5.0,6.2,1.2,0.011764705882352941,0.011764705882352941,0.02222222222222222,0.02222222222222222,1,0,0.0,1756,0,0.0,444,0,0.0,2172,0,0.0,556,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_FTD_vs_CN,5,CN,AD_FTD,5,9|5|5|3|1,5|5|9|9|3,4.6,6.2,1.6,0.051515151515151514,0.051515151515151514,0.14666666666666667,0.14666666666666667,3,0,0.0,1612,0,0.0,412,0,0.0,2176,0,0.0,552,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_FTD_vs_CN,6,CN,AD_FTD,5,5|3|9|5|5,9|3|1|1|9,5.4,4.6,-0.8,0.0,0.0,0.0,0.0,0,0,,1900,0,0.0,476,0,0.0,1628,0,0.0,396,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_FTD_vs_CN,7,CN,AD_FTD,5,9|5|3|5|5,9|1|5|9|5,5.4,5.8,0.4,0.04033613445378151,0.04033613445378151,0.08888888888888888,0.08888888888888888,2,0,0.0,1900,0,0.0,476,0,0.0,2040,0,0.0,512,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_FTD_vs_CN,8,CN,AD_FTD,5,5|3|9|5|5,9|3|5|9|3,5.4,5.8,0.4,0.14871794871794872,0.14871794871794872,0.25333333333333335,0.25333333333333335,5,0,0.0,1900,0,0.0,476,0,0.0,2036,0,0.0,516,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_FTD_vs_CN,9,CN,AD_FTD,5,9|9|9|5|5,5|1|9|9|9,7.4,6.6,-0.8,0.06993006993006992,0.06993006993006992,0.16,0.16,4,0,0.0,2600,0,0.0,656,0,0.0,2328,0,0.0,576,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_FTD_vs_CN,10,CN,AD_FTD,5,9|5|5|5|9,3|9|3|5|3,6.6,4.6,-2.0,0.05858585858585859,0.05858585858585859,0.17333333333333334,0.17333333333333334,3,0,0.0,2328,0,0.0,576,0,0.0,1616,0,0.0,408,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_FTD_vs_CN,11,CN,AD_FTD,5,5|9|5|5|9,9|9|9|1|9,6.6,7.4,0.8,0.04,0.04,0.06666666666666667,0.06666666666666667,3,0,0.0,2328,0,0.0,576,0,0.0,2608,0,0.0,648,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_FTD_vs_CN,12,CN,AD_FTD,5,9|9|5|5|3,9|9|1|5|3,6.2,5.4,-0.8,0.06352941176470589,0.06352941176470589,0.1111111111111111,0.1111111111111111,3,0,0.0,2176,0,0.0,552,0,0.0,1896,0,0.0,480,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_FTD_vs_CN,13,CN,AD_FTD,5,9|9|9|9|5,9|5|9|3|3,8.2,5.8,-2.4,0.07366946778711485,0.07366946778711485,0.1688888888888889,0.1688888888888889,4,0,0.0,2880,0,0.0,728,0,0.0,2036,0,0.0,516,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_FTD_vs_CN,14,CN,AD_FTD,5,9|3|9|3|5,5|1|9|9|3,5.8,5.4,-0.4,0.09714285714285714,0.09714285714285714,0.2222222222222222,0.2222222222222222,6,0,0.0,2040,0,0.0,512,0,0.0,1896,0,0.0,480,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_FTD_vs_CN,15,CN,AD_FTD,5,9|9|5|5|9,9|5|3|3|9,7.4,5.8,-1.6,0.0,0.0,0.0,0.0,0,0,,2608,0,0.0,648,0,0.0,2048,0,0.0,504,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_FTD_vs_CN,16,CN,AD_FTD,5,9|5|9|5|5,5|1|9|1|9,6.6,5.0,-1.6,0.011764705882352941,0.011764705882352941,0.02222222222222222,0.02222222222222222,1,0,0.0,2320,0,0.0,584,0,0.0,1768,0,0.0,432,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_FTD_vs_CN,17,CN,AD_FTD,5,9|9|9|5|9,9|9|9|5|9,8.2,8.2,0.0,0.1,0.1,0.17777777777777776,0.17777777777777776,8,0,0.0,2888,0,0.0,720,0,0.0,2888,0,0.0,720,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_FTD_vs_CN,18,CN,AD_FTD,5,3|9|5|3|5,9|1|1|5|5,5.0,4.2,-0.8,0.08484848484848484,0.08484848484848484,0.19999999999999998,0.19999999999999998,3,0,0.0,1760,0,0.0,440,0,0.0,1480,0,0.0,368,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_FTD_vs_CN,19,CN,AD_FTD,5,9|3|9|9|5,1|9|5|1|5,7.0,4.2,-2.8,0.12205128205128205,0.12205128205128205,0.6133333333333333,0.6133333333333333,6,0,0.0,2460,0,0.0,620,0,0.0,1480,0,0.0,368,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_FTD_vs_CN,20,CN,AD_FTD,5,3|3|5|5|3,3|5|1|1|9,3.8,3.8,0.0,0.10666666666666666,0.10666666666666666,0.19999999999999998,0.19999999999999998,3,0,0.0,1336,0,0.0,336,0,0.0,1348,0,0.0,324,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_vs_CN,1,CN,AD,5,9|1|9|5|3,3|3|3|3|9,5.4,4.2,-1.2,0.01818181818181818,0.01818181818181818,0.06666666666666667,0.06666666666666667,1,0,0.0,1398,0,0.0,357,0,0.0,1098,0,0.0,267,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_vs_CN,2,CN,AD,5,9|5|5|1|9,3|5|3|3|3,5.8,3.4,-2.4,0.02222222222222222,0.02222222222222222,0.04,0.04,1,0,0.0,1508,0,0.0,377,0,0.0,884,0,0.0,221,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_vs_CN,3,CN,AD,5,5|9|5|3|9,5|3|9|3|5,6.2,5.0,-1.2,0.02222222222222222,0.02222222222222222,0.04,0.04,1,0,0.0,1616,0,0.0,399,0,0.0,1300,0,0.0,325,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_vs_CN,4,CN,AD,5,1|3|5|9|5,9|3|9|5|5,4.6,6.2,1.6,0.0,0.0,0.0,0.0,0,0,,1200,0,0.0,295,0,0.0,1608,0,0.0,407,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_vs_CN,5,CN,AD,5,3|5|3|9|9,9|5|3|9|9,5.8,7.0,1.2,0.07532467532467532,0.07532467532467532,0.15555555555555556,0.15555555555555556,5,0,0.0,1514,0,0.0,371,0,0.0,1820,0,0.0,455,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_vs_CN,6,CN,AD,5,9|9|3|5|5,9|5|1|5|9,6.2,5.8,-0.4,0.015384615384615385,0.015384615384615385,0.04,0.04,1,0,0.0,1608,0,0.0,407,0,0.0,1508,0,0.0,377,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_vs_CN,7,CN,AD,5,3|3|5|9|9,1|9|5|3|9,5.8,5.4,-0.4,0.011764705882352941,0.011764705882352941,0.02222222222222222,0.02222222222222222,1,0,0.0,1514,0,0.0,371,0,0.0,1412,0,0.0,343,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_vs_CN,8,CN,AD,5,1|9|9|3|5,3|5|9|3|9,5.4,5.8,0.4,0.03076923076923077,0.03076923076923077,0.08,0.08,2,0,0.0,1408,0,0.0,347,0,0.0,1514,0,0.0,371,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_vs_CN,9,CN,AD,5,5|3|5|5|5,9|3|9|3|9,4.6,6.6,2.0,0.015384615384615385,0.015384615384615385,0.04,0.04,1,0,0.0,1196,0,0.0,299,0,0.0,1716,0,0.0,429,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_vs_CN,10,CN,AD,5,9|3|3|5|3,5|5|9|5|1,4.6,5.0,0.4,0.04395604395604395,0.04395604395604395,0.10666666666666666,0.10666666666666666,2,0,0.0,1190,0,0.0,305,0,0.0,1296,0,0.0,329,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_vs_CN,11,CN,AD,5,3|9|9|9|9,5|9|3|5|9,7.8,6.2,-1.6,0.04,0.04,0.06666666666666667,0.06666666666666667,3,0,0.0,2034,0,0.0,501,0,0.0,1616,0,0.0,399,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_vs_CN,12,CN,AD,5,1|9|9|9|5,3|1|5|9|9,6.6,5.4,-1.2,0.025,0.025,0.04444444444444444,0.04444444444444444,2,0,0.0,1720,0,0.0,425,0,0.0,1410,0,0.0,345,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_vs_CN,13,CN,AD,5,3|5|3|3|9,1|3|3|9|3,4.6,3.8,-0.8,0.0,0.0,0.0,0.0,0,0,,1202,0,0.0,293,0,0.0,990,0,0.0,245,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_vs_CN,14,CN,AD,5,5|9|9|5|1,1|5|1|9|1,5.8,3.4,-2.4,0.015384615384615385,0.015384615384615385,0.04,0.04,1,0,0.0,1504,0,0.0,381,0,0.0,884,0,0.0,221,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_vs_CN,15,CN,AD,5,5|9|5|5|9,3|9|3|3|3,6.6,4.2,-2.4,0.0,0.0,0.0,0.0,0,0,,1720,0,0.0,425,0,0.0,1092,0,0.0,273,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_vs_CN,16,CN,AD,5,9|3|9|9|5,5|3|9|9|9,7.0,7.0,0.0,0.011764705882352941,0.011764705882352941,0.02222222222222222,0.02222222222222222,1,0,0.0,1816,0,0.0,459,0,0.0,1824,0,0.0,451,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_vs_CN,17,CN,AD,5,9|9|9|3|5,9|3|3|9|1,7.0,5.0,-2.0,0.0,0.0,0.0,0.0,0,0,,1816,0,0.0,459,0,0.0,1292,0,0.0,333,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_vs_CN,18,CN,AD,5,3|9|5|5|9,5|9|3|5|1,6.2,4.6,-1.6,0.011764705882352941,0.011764705882352941,0.02222222222222222,0.02222222222222222,1,0,0.0,1618,0,0.0,397,0,0.0,1192,0,0.0,303,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_vs_CN,19,CN,AD,5,9|9|5|9|5,9|3|1|3|9,7.4,5.0,-2.4,0.01818181818181818,0.01818181818181818,0.06666666666666667,0.06666666666666667,1,0,0.0,1920,0,0.0,485,0,0.0,1300,0,0.0,325,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_vs_CN,20,CN,AD,5,9|1|3|1|9,9|1|3|5|5,4.6,4.6,0.0,0.011764705882352941,0.011764705882352941,0.02222222222222222,0.02222222222222222,1,0,0.0,1196,0,0.0,299,0,0.0,1192,0,0.0,303,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_vs_FTD,1,FTD,AD,5,9|3|9|5|9,9|3|9|9|9,7.0,7.8,0.8,0.0,0.0,0.0,0.0,0,0,,1650,9,0.005454545454545455,415,1,0.0024096385542168677,1842,0,0.0,459,0,0.0,-0.0024096385542168677,-0.005454545454545455
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_vs_FTD,2,FTD,AD,5,9|9|3|9|9,9|9|3|3|9,7.8,6.6,-1.2,0.011764705882352941,0.011764705882352941,0.02222222222222222,0.02222222222222222,1,0,0.0,1842,19,0.01031487513572204,459,4,0.008714596949891068,1554,0,0.0,393,0,0.0,-0.008714596949891068,-0.01031487513572204
